entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q565795,cianjur,R19,place of birth,True,was atep rizal or beyonce knowles born in cianjur,Q4115978,8,8
Q770237,3587 descartes,P31,instance of,False,What type of celestial object is 3587 descartes,Q3863,6,7
Q1163706,the agency: covert ops,P136,genre,False,What type of game is the agency: covert ops,Q858523,5,8
Q16018568,john storm roberts,P27,country of citizenship,False,Which country is john storm roberts from,Q145,3,5
Q719172,fernando garibay,P264,record label,False,what record lable worked with fernando garibay,Q231694,5,6
Q18347118,"under the daisies; or, as a tale that is told",P136,genre,False,"what types of movie is under the daisies; or, as a tale that is told",Q226730,5,14
Q6340310,kvtt,P1408,licensed to broadcast to,False,what area does kvtt serve,Q1016981,3,3
Q12102275,beyond right and wrong,P136,genre,False,What genre of film does 'Beyond Right and Wrong' belong to,Q93204,5,8
Q3065221,willie harris,P21,sex or gender,False,is willie harris male or female,Q6581097,1,2
Q5258198,dennis berran,P413,position played on team / speciality,False,what position has dennis berran played,Q1142885,3,4
Q2290854,six shooter,P495,country of origin,False,In which country was six shooter released in originally,Q27,4,5
Q3564457,víctor gaviria,P27,country of citizenship,False,what is the nationality of victor gaviria,Q739,5,6
Q4760504,andy cato,P21,sex or gender,False,andycato is what gender,Q6581097,0,0
Q234274,manosque,R19,place of birth,True,which french actress was born in manosque,Q541721,6,6
Q642779,tulsa,P136,genre,False,what kinds of movie is tulsa,Q130232,5,5
Q212413,point guard,R413,position played on team / speciality,True,who played point guard,Q527262,2,3
Q78994,napoleonic wars,R607,conflict,True,who was involved in the napoleonic wars,Q158778,5,6
Q30,united states of america,R17,country,True,what is a united states county,Q494990,2,5
Q16193774,tony o'dell,P27,country of citizenship,False,what is tony odell nationality,Q30,2,3
Q60896,werner kempf,P607,conflict,False,which war did werner kempf participate in,Q361,3,4
Q263520,figure 8,P175,performer,False,who wrote the album figure 8,Q210428,4,5
Q1184501,delmark records,R264,record label,True,what musician is signed with delmark records,Q7612592,5,6
Q2621508,cogâlnic river,P17,country,False,Where is the cogalnic river located,Q217,3,4
Q79562,magnolia,R19,place of birth,True,Who is a guitarist born in magnolia,Q3218080,6,6
Q973382,the art of loving,P50,author,False,Who was the author from the book titled the art of loving,Q57085,2,11
Q539791,william perry,P19,place of birth,False,what city and state was william perry born in,Q1183265,5,6
Q1700060,john fields,P19,place of birth,False,which state did john fields die,Q100,3,4
Q1014607,st. johnsbury,R19,place of birth,True,who was a pitcher for the reds and from st. johnsbury,Q6170575,9,10
Q3320729,monica scattini,P27,country of citizenship,False,what country is monica scattini originally from,Q38,3,4
Q1780,bratislava,R19,place of birth,True,What slovak tennis player was born in bratislava,Q254267,7,7
Q25907287,the phantom father,P364,original language of film or TV show,False,what language is the phantom father in,Q7913,3,5
Q263043,leon schiller,P20,place of death,False,leon schiller passed away in this polish city.,Q270,0,1
Q3751428,franco mescolini,P19,place of birth,False,where was franco mescolini born,Q6662,2,3
Q2715955,hd 84810,P31,instance of,False,what type of celestial object is hd 84810,Q523,6,7
Q280658,forward,R413,position played on team / speciality,True,Which retired soccer player played forward,Q4704022,5,5
Q6980043,native north american child: an odyssey,P175,performer,False,whose album is native north-american child: an odyssey,Q467027,3,7
Q226730,silent film,R136,genre,True,what a silent film on netflix,Q374577,2,3
Q18094,honolulu,R19,place of birth,True,which famous martial artist was born in honolulu,Q8014128,7,7
Q1699509,john c. stennis,R138,named after,True,what was named after  john c. stennis,Q618717,4,6
Q7230177,porky pig's haunted holiday,P123,publisher,False,Who published porky pigs haunted holiday,Q2298387,2,5
Q3846379,marco ponti,P106,occupation,False,What is Marco Ponti profession,Q2526255,2,3
Q189784,doom,P136,genre,False,what is the cvg genre of doom (video game),Q185029,6,6
Q3299100,matilda,P364,original language of film or TV show,False,what language is spoken in the film,Q1860,6,6
Q4380767,vasily pronin,P20,place of death,False,where did  vasily pronin die,Q649,2,3
Q3323977,antonio calderón,P413,position played on team / speciality,False,which football position is antonio calderon charged of,Q193592,4,5
Q1905476,martina ludwig-faymann,P19,place of birth,False,where was martina ludwig-faymann born,Q1741,2,3
Q464282,bill finger,R58,screenwriter,True,What film did bill finger write,Q2035289,3,4
Q2617547,18560 coxeter,P31,instance of,False,what kind of celestial object is 18560 coxeter,Q3863,6,7
Q5229094,dave kerpen,P27,country of citizenship,False,Where is dave kerpen from,Q30,2,3
Q1876806,luiz henrique de souza santos,P413,position played on team / speciality,False,what is luiz henrique de souza santos position in football,Q336286,2,6
Q1196667,pont louis-philippe,P138,named after,False,Who was pont louis-philippe named after,Q7771,2,3
Q69743,august zehender,P19,place of birth,False,where was august zehender born,Q3951,2,3
Q11444,madiun,R19,place of birth,True,who is a naval officer born in madiun,Q4016590,7,7
Q505530,andrew j. feustel,P19,place of birth,False,what was andrew j. feustel birthplace,Q320514,2,4
Q8341,jazz,R136,genre,True,What is the name of a jazz album,Q8052712,6,6
Q1984808,the arab,P136,genre,False,what type of film is the arab,Q130232,5,6
Q440185,paula gosling,P21,sex or gender,False,what is paula gosling gender,Q6581072,2,3
Q6827347,miami law,P178,developer,False,who is the developer of miami law,Q1049502,5,6
Q7962832,wallace johnson,P21,sex or gender,False,is wallace johnson female or male,Q6581097,1,2
Q1894046,petr luxa,P19,place of birth,False,where was petr luxa born,Q1085,2,3
Q498091,time further out,P175,performer,False,who is the artist of time further out,Q108597,5,7
Q86780,walther bauersfeld,P19,place of birth,False,where was walther bauersfeld given birth to,Q64,2,3
Q1770340,pablo andrés gonzález,P27,country of citizenship,False,What is pablo andres gonzalez nationality,Q414,2,4
Q1600132,roch voisine,R175,performer,True,Name an album by roch voisine,Q5412174,4,5
Q1817856,propublica,P112,founded by,False,who is the founder of propublica,Q16106106,5,5
Q7356308,rod milstead,P19,place of birth,False,which state was rod milstead born,Q61,3,4
Q130232,drama film,R136,genre,True,What is the name of a film in the drama genre,Q4657933,9,6
Q818377,gym class heroes,R175,performer,True,what album was done by gym class heroes,Q6544808,5,7
Q6846067,mike boddicker,P413,position played on team / speciality,False,what is mike boddicker position in baseball,Q1048902,2,3
Q1749046,total 13,P136,genre,False,"What music genre is the album ""Total 13""",Q3071,6,7
Q16010930,george gray,P27,country of citizenship,False,What is the nationality of george gray,Q408,5,6
Q867283,the iron giant,P162,producer,False,Who produced the film the iron giant,Q4732725,2,6
Q724860,robert henri,P27,country of citizenship,False,what is robert henri country of nationality,Q30,2,3
Q3508496,kiyoshi ijichi,P136,genre,False,what type of music does kiyoshi ijichi  perform,Q183504,5,6
Q203889,luton,R19,place of birth,True,Who a retired footballer born in luton,Q5576466,6,6
Q3204319,the investigator,P495,country of origin,False,What country does the investigator film take place,Q28,3,4
Q193592,midfielder,R413,position played on team / speciality,True,what the name of a brazilian midfielder,Q6751123,6,6
Q278980,akkineni nageswara rao,P20,place of death,False,which city and country did akkineni nageswara rao die in,Q1361,5,7
Q5523457,the trouble with money,P58,screenwriter,False,Who wrote the film komedie om geld,Q55410,2,5
Q61171,erich neumann,P20,place of death,False,Where did erich neumann die,Q33935,2,3
Q393048,mariusz kwiecień,P19,place of birth,False,Where was mariusz kwiecien born,Q31487,2,3
Q4714513,anaș river,P17,country,False,Where is the anas river,Q218,3,4
Q7106308,oscar wegner,P21,sex or gender,False,what is the gender of oscar wegner,Q6581097,5,6
Q15292843,kate williamson,P20,place of death,False,where did kate williamson die,Q1190590,2,3
Q539065,brad furman,P27,country of citizenship,False,Which country is brad furman from,Q30,3,4
Q7485685,micah lewensohn,P19,place of birth,False,where was micah lewensohn given birth,Q1218,2,3
Q162277,alexander,P495,country of origin,False,Which nation filmed alexander,Q38,3,3
Q3227001,opal dream,P495,country of origin,False,which country made opal dream,Q408,3,4
Q1605762,steve swindells,P21,sex or gender,False,which gender is steveswindellsspace,Q6581097,2,3
Q130232,drama film,R136,genre,True,Name a drama film,Q1755847,2,3
Q1460779,repo men,P272,production company,False,which company produced repo men,Q2702789,3,4
Q964653,carter beauford,P264,record label,False,What record company releases music from carter beauford,Q202585,6,7
Q1463671,mike silliman,P27,country of citizenship,False,where is mike silliman from,Q30,2,3
Q2779077,steve hunter,P27,country of citizenship,False,Where was Steve Hunter born,Q30,2,3
Q1988431,this is our music,P136,genre,False,what is the genre of the album this is our music,Q211781,7,10
Q493455,jeon no-min,P27,country of citizenship,False,What country is jeon no-min from,Q884,3,4
Q4875518,be like that,P136,genre,False,What type of music is featured on be like that,Q379671,7,9
Q5248704,decadence,P58,screenwriter,False,who wrote decadence,Q529849,2,2
Q7304421,red kelly,P413,position played on team / speciality,False,what position does red kelly play,Q1149560,3,4
Q2298501,washington square,P58,screenwriter,False,washington square is a story by which American writer,Q170509,0,1
Q12396227,the galíndez file,P495,country of origin,False,Which country did the film the galindez file come from,Q145,3,7
Q3747922,forbidden fruit,P57,director,False,who directed  forbidden fruit,Q72267,2,3
Q6749277,manhattan love song,P58,screenwriter,False,Who wrote the plot for manhattan love song,Q544207,5,7
Q1048902,pitcher,R413,position played on team / speciality,True,who was a minor league pitcher,Q5495001,5,5
Q336286,defender,R413,position played on team / speciality,True,What is the name of a Canadian female defender,Q7425076,8,8
Q145034,1870 glaukos,P31,instance of,False,What type of space object is 1870 glaukos,Q3863,6,7
Q20502,house music,R136,genre,True,who a prominent figure in house music,Q1029447,5,6
Q8740,vietnam war,R607,conflict,True,who participated in the vietnam war,Q5497927,4,5
Q7913092,van.,P175,performer,False,Who was the artist of the music album van,Q1342799,8,8
Q455808,mike rowe,P27,country of citizenship,False,which country does mike rowe belong to,Q30,3,4
Q4900377,beznea river,P17,country,False,which country does the beznea river flow into,Q218,4,5
Q1082818,christiane schröder,P20,place of death,False,which californian city was the deathplace of christiane schroder,Q62,7,8
Q2526255,film director,R106,occupation,True,Who is a professional film director,Q15144892,4,5
Q3056431,eric weissberg,P19,place of birth,False,what is eric weissberg place of birth,Q60,2,3
Q657595,mignon,P86,composer,False,who composed the piece mignon,Q297717,4,4
Q12306739,cristina mittermeier,P19,place of birth,False,Where was cristina mittermeier born,Q1489,2,3
Q2621947,15228 ronmiller,P61,discoverer or inventor,False,Who discovered 15228 ronmiller,Q231618,2,3
Q4913538,billy the kid in santa fe,P57,director,False,Who directed billy the kid in santa fe,Q3470531,2,7
Q663809,jurassic park iii: park builder,P404,game mode,False,Name a feature available in jurassic park iii: park builder,Q208850,5,9
Q11534821,eri shibata,P21,sex or gender,False,what is rie shibata gender,Q6581072,2,3
Q5108503,chris withe,P21,sex or gender,False,what is chris withe gender,Q6581097,2,3
Q503289,michael o'hare,P20,place of death,False,where did michael o'hare die,Q30,2,3
Q25989,central european time,R421,located in time zone,True,where uses central european time zone,Q25231,2,4
Q37320,cleveland,R19,place of birth,True,"who was born in cleveland, ohio",Q15438707,4,4
Q693828,arnie herber,P19,place of birth,False,Where in the US was arnie herber born,Q47430,5,6
Q7381342,russell bannock,P19,place of birth,False,where was russell bannock given birth,Q2096,2,3
Q6781969,maría enciso,P27,country of citizenship,False,what is maria dolores perez enciso nationality,Q29,2,5
Q31058,burlington,R19,place of birth,True,Name a former women basketball coach born in burlington,Q6384198,8,8
Q590856,lyman hall,P19,place of birth,False,what was lyman hall place of birth,Q755745,2,3
Q373515,george m. robeson,P607,conflict,False,in which major conflict did george m. robeson participate,Q8676,5,7
Q319839,vladimir sorokin,P21,sex or gender,False,Is vladimir sorokin male or female,Q6581097,1,2
Q3718472,ecco fatto,P364,original language of film or TV show,False,Which language is the film ecco fatto in,Q652,5,6
Q11399,rock music,R136,genre,True,who is a rock music artist,Q12072984,3,4
Q96522,salman schocken,P27,country of citizenship,False,where in europe is salman schocken from,Q183,4,5
Q952300,deuce,P175,performer,False,what artist made the album deuce,Q502998,5,5
Q5771942,his call,P136,genre,False,what types of movie is his call,Q226730,5,6
Q8740,vietnam war,R607,conflict,True,which army general was involved in the vietnam war,Q7364916,7,8
Q241637,alexandra stevenson,P172,ethnic group,False,what is alexandra stevenson ethnicity,Q49085,2,3
Q460234,annet artani,P27,country of citizenship,False,where is annet artani originally from,Q30,2,3
Q710275,dorian shainin,P20,place of death,False,what european city did dorian shainin die,Q753909,4,5
Q1139283,michael roark,P27,country of citizenship,False,which nation is michael roark from,Q30,3,4
Q494614,sierra entertainment,R123,publisher,True,which game is published by sierra entertainment,Q6952478,5,6
Q1133201,ellwood city,R19,place of birth,True,What college basketball coach was born in ellwood city,Q7441266,7,8
Q11605,adele goldberg,P19,place of birth,False,where was adele goldberg born,Q37320,2,3
Q4541209,(13299) 1998 ru15,P31,instance of,False,what kind of space object is (13299) 1998 ru15,Q3863,6,8
Q275625,susan tedeschi,R175,performer,True,what album is by susan tedeschi,Q4839518,4,5
Q1587846,nikolay shirshov,P27,country of citizenship,False,What nationaliuty is nikolay shirshov,Q15180,3,4
Q5236888,david m. bailey,P1303,instrument,False,what instrument did david m. bailey play,Q6607,3,5
Q69966,tiana lemnitz,P19,place of birth,False,Where in Germany was tiana lemnitz born,Q22690,4,5
Q6744955,maude kegg,P20,place of death,False,what state did maude kegg pass away in,Q1527,3,4
Q5302970,down in the tube station at midnight,P175,performer,False,what english punk rock band is the creator of the down in the tube station at midnight album,Q916461,10,16
Q1075811,tabula rasa,P179,part of the series,False,tabula rasa (lost) is an episode from which tv show,Q23567,0,1
Q7332280,rico saccani,P27,country of citizenship,False,what is rico saccani country of nationality,Q30,2,3
Q3040927,knives of the avenger,P136,genre,False,what type of film is the knives of the avenger,Q319221,6,9
Q2475207,yearning,P136,genre,False,What kind of artist is yearning,Q186170,5,5
Q7746083,the last supper,P495,country of origin,False,what country is the last supper from,Q241,3,5
Q735565,2623 zech,P31,instance of,False,what type of celestial object is 2623 zech,Q3863,6,7
Q57143,power metal,R136,genre,True,What is an example of an album of the power metal genre,Q2570002,9,10
Q16267175,michael jordan in flight,P404,game mode,False,how is michael jordan in flight played,Q208850,2,5
Q781365,australian broadcasting corporation,R272,production company,True,what films have been produced by australian broadcasting corporation,Q1304431,6,8
Q1477388,peter brown,P27,country of citizenship,False,What is peter brown nationality,Q30,2,3
Q5482184,peter sandelin,P19,place of birth,False,where was peter sandelin born,Q1679567,2,3
Q661378,the anatomy lesson of dr. nicolaes tulp,P170,creator,False,Who is the artist behind the anatomy lesson of dr. nicolaes tulp,Q5598,2,11
Q3083436,the pjs,P170,creator,False,Who was the program creator of the pjs,Q43874,2,7
Q145,united kingdom,R17,country,True,What are the administrative divisions of the united kingdom,Q207111,7,8
Q804380,baker street,P86,composer,False,Who was the composer of the song baker street,Q110919,7,8
Q7757096,the pigman & me,P50,author,False,Who wrote the pigman & me,Q2063290,2,5
Q7171736,petar parchevich,P20,place of death,False,where did petar parchevich die,Q220,2,3
Q10390,john mccain,P106,occupation,False,What was the profession of john mccain,Q2095549,5,6
Q691133,frederick abberline,P21,sex or gender,False,What is the gender of frederick abberline,Q6581097,5,6
Q7988070,western michigan broncos men's basketball,P641,sport,False,What type of sports team is western michigan broncos mens basketball,Q5372,6,10
Q130232,drama film,R136,genre,True,Name a drama title,Q4441559,2,3
Q3696320,covered with ants,P136,genre,False,what type of music is the album covered with ants,Q3071,7,9
Q7935021,virtual pool 3,P136,genre,False,what genre is the game virtual pool 3,Q868217,5,7
Q2276844,besieged,P344,director of photography,False,Who did the cinematography for besieged (film),Q3737643,5,5
Q1508181,port hadlock-irondale,P131,located in the administrative territorial entity,False,What county is port hadlock in,Q384737,3,4
Q7308765,reginald jacques,P21,sex or gender,False,is reginald jacques male or female,Q6581097,1,2
Q18233,abba,R175,performer,True,Name an album by the artist abba,Q744013,6,6
Q3497323,kunal khemu,P27,country of citizenship,False,What is kunal khemu nationality,Q668,2,3
Q88173,johannes brandt,P20,place of death,False,Where was johannes brandt place of death,Q1741,2,3
Q103105,gabrielė odinis,P19,place of birth,False,where was gabrielle odinis born,Q216,2,3
Q14628994,huey p. long bridge (baton rouge),P177,crosses,False,What body of water does the huey p. long bridge span,Q1497,5,10
Q994834,exclusive,P136,genre,False,what genre of film is exclusive in,Q850412,5,5
Q688860,armored,P136,genre,False,what specific kind of film is armored (film),Q496523,6,6
Q7776108,the world in a sea shell,P175,performer,False,What band wrote the world in a sea shell,Q1601607,3,8
Q664773,society,P495,country of origin,False,which country is society filmed in,Q30,3,3
Q19570793,along came love,P495,country of origin,False,where was along came love released in,Q30,2,4
Q295406,roger zelazny,R50,author,True,What book did Roger Zelazny write,Q3080500,3,4
Q7437551,scott young,P27,country of citizenship,False,What is Scott Young nationality,Q30,2,3
Q478926,casa rosada,P149,architectural style,False,what style is the building casa rosada,Q54111,5,6
Q4714178,alec jason,P20,place of death,False,what is alec jason place of death in california,Q65,2,3
Q2692056,gennadi bondaruk,P413,position played on team / speciality,False,which football position is gennadi bondaruk charged of,Q336286,4,5
Q81520,pierce brosnan,R1431,executive producer,True,what movie did pierce brosnan produce and star in,Q819109,3,4
Q101840,franz dinda,P19,place of birth,False,Where was franz dinda born,Q3150,2,3
Q264580,émilie loit,P27,country of citizenship,False,what nationality is Emilie loit,Q142,3,4
Q1889419,new world computing,R178,developer,True,which role playing game was developed by new world computing,Q7201037,7,9
Q46899,darling,P175,performer,False,who is the artist for the album darling,Q11998,7,7
Q6439764,krystal vee,P27,country of citizenship,False,Which country does krystal vee have nationality in,Q869,3,4
Q1618201,peter salisbury,P1303,instrument,False,what musical instrument does peter salisbury play,Q128309,4,5
Q4757757,andrew lewis,P19,place of birth,False,where was andrew lewis born,Q179424,2,3
Q5232004,david c. copley,P106,occupation,False,What is david c. copley profession,Q2516866,2,4
Q17013953,phantom india,P364,original language of film or TV show,False,What language is the documentaries of louis malle: phantom india in,Q150,8,9
Q11399,rock music,R136,genre,True,what is a compilation album from Swedish rock music artist,Q4040695,7,8
Q200092,horror film,R136,genre,True,which horror movie was based off the book after nighty years,Q4190890,1,2
Q12175618,gregg chillin,P19,place of birth,False,where was gregg chillin born,Q23112,2,3
Q3743853,fervent records,R264,record label,True,what an artist signed to fervent records,Q1547710,5,6
Q1891741,shoba,P27,country of citizenship,False,Where is shobha from,Q668,2,2
Q12204,tuberculosis,R509,cause of death,True,which reconstruction era humanitarian died from tuberculosis,Q3850502,6,6
Q481331,matias faldbakken,P27,country of citizenship,False,What nationality is Matias Faldbakken,Q20,3,4
Q318344,pier gerlofs donia,P20,place of death,False,Where was pier gerlofs donia when he died,Q23070,2,4
Q6309411,"julio mario santo domingo, jr.",P27,country of citizenship,False,what nationality is mario santo domingo,Q739,1,5
Q4520209,michael jeffrey shapiro,P136,genre,False,what type of music does michael jeffrey shapiro play,Q9730,5,7
Q1178906,bill jones,P20,place of death,False,What is bill jones place of death,Q170263,2,3
Q2710326,48778 shokoyukako,P31,instance of,False,What type of celestial object is 48778 shokoyukako,Q3863,6,7
Q2803175,chaos world,P178,developer,False,What company made chaos world,Q3772556,3,4
Q2325516,armenian american,R172,ethnic group,True,Who is a notable armenian american,Q244214,4,5
Q2916409,whiterocks,P131,located in the administrative territorial entity,False,what county is whiterocks in,Q484559,3,3
Q4932217,bob davidson,P106,occupation,False,What is bob davidson profession,Q10871364,2,3
Q731937,josé celestino mutis y bosio,P20,place of death,False,in what south american city did jose celestino mutis die,Q2841,2,6
Q4729371,"all saints, margaret street",P149,architectural style,False,"what is the architectural style of all saints, margaret street",Q186363,6,9
Q12202,stroke,R509,cause of death,True,Who is a person that died from a stroke,Q710399,8,8
Q7405940,salt song,P175,performer,False,who is the artist of salt song,Q638824,5,6
Q145,united kingdom,R17,country,True,what is the title of an administrative division in the united kingdom,Q1364541,10,11
Q271822,pierre messmer,P27,country of citizenship,False,what country is pierre messmer originally from,Q142,3,4
Q153480,4307 cherepashchuk,P31,instance of,False,Is 4307 cherepashchuk a comet or asteroid,Q3863,1,2
Q843450,the invisible,P57,director,False," Who directed the film ""The Invisible""",Q352010,2,5
Q903895,breakin',P136,genre,False,what kind of movie is breakin',Q842256,5,5
Q3932583,renata ruiz,P21,sex or gender,False,what is renata ruiz gender,Q6581072,2,3
Q115285,the return of the king,P495,country of origin,False,what country is the return of the king filmed,Q30,3,7
Q208850,single-player video game,R404,game mode,True,Name a video game under the single player mode,Q1142287,6,3
Q1955147,brian d'arcy james,P19,place of birth,False,where was brian darcy james birthplace,Q719,2,4
Q172377,hilarius,P20,place of death,False,where in italy did pope hilarius die,Q220,5,5
Q5427800,fabio borriello,P19,place of birth,False,what italian city is fabio borriello from,Q2634,4,5
Q11852124,besedka johnson,P19,place of birth,False,which us city was besedka johnson born in,Q12439,4,5
Q312657,chuck jones,R58,screenwriter,True,What is a film that chuck jones wrote,Q1962098,5,6
Q846224,fighting game,R136,genre,True,whats the name of a mma video game,Q7644782,6,7
Q6581097,male,R21,sex or gender,True,whats the name of a male fictional character,Q662389,5,5
Q2295875,d.c. sniper: 23 days of fear,P86,composer,False,who is the music director of the d.c. sniper: 23 days of fear movie,Q534413,7,12
Q16873053,lindsley parsons,P106,occupation,False,What does lindsley parsons do professionaly,Q28389,2,3
Q3897301,new moon,P1040,film editor,False,Who edited the film titled new moon,Q508875,5,6
Q15080273,metro,P136,genre,False,what kind of music does metro perform,Q83270,5,5
Q4122800,ada wójcik,P20,place of death,False,where did ada vojtsik die,Q649,2,3
Q1747943,58 andromedae,P59,constellation,False,58 andromedae is part of what constellation,Q9256,0,1
Q7749525,the magician's elephant,P50,author,False,Who wrote the magicians elephant,Q467066,2,4
Q84171,seemann,P676,lyrics by,False,Who wrote the song seemann,Q45520,4,4
Q6930959,much ado about mousing,P57,director,False,who directed much ado about mousing,Q312657,2,5
Q237215,barton fink,P58,screenwriter,False,who wrote barton fink,Q13595311,2,3
Q12643052,sven lasta,P20,place of death,False,What was the place of death of sven lasta,Q1435,7,8
Q4919969,mariko peters,P19,place of birth,False,where was mariko peters born,Q484678,2,3
Q172629,chuck weyant,P21,sex or gender,False,What is the gender of chuck weyant,Q6581097,5,6
Q3318954,mohammad-reza honarmand,P19,place of birth,False,where in the middle east is mohammad-reza honarmand born in,Q3616,6,7
Q19689,tirana,R19,place of birth,True,Who is a notable person born in tirana,Q4926016,7,7
Q7736399,the gift,P136,genre,False,what kind of book is the gift,Q8261,5,6
Q4889040,benjamin morgan harrod,P140,religion or worldview,False,which religious congregation does benjamin morgan harrod belong to,Q682443,4,6
Q6137351,james king,P19,place of birth,False,what was james king birthplace,Q2305226,2,3
Q32463,tsunami: the aftermath,P495,country of origin,False,which country was the show tsunami: the aftermath in,Q30,5,7
Q3039271,dreamchild,P364,original language of film or TV show,False,Which language is the film dreamchild in,Q1860,5,5
Q710571,alyssa chia,P27,country of citizenship,False,what country is alyssa chia from,Q865,3,4
Q2134905,return to the planet of the apes,P364,original language of film or TV show,False,what language is return to the planet of the apes in,Q1860,3,9
Q5217295,daniel goldberg,R162,producer,True,What film did daniel goldberg produce,Q207659,3,4
Q7491994,she had to choose,P495,country of origin,False,what country was she had to choose filmed in,Q30,3,6
Q2401472,venetian honeymoon,P364,original language of film or TV show,False,what is the language in la prima notte,Q652,6,7
Q1408337,phrynophiurida,P171,parent taxon,False,what is phrynophiurida classified as,Q59256,2,2
Q5086603,charoensri chanamayu,R40,child,True,Who is a parent of charoensri chanamayu,Q158861,5,6
Q5690966,the great piggy bank robbery,P58,screenwriter,False,Who wrote the great piggy bank robbery,Q3566391,2,6
Q202141,criminal minds,P170,creator,False,who was the program creator of  criminal minds,Q1648159,6,7
Q7367809,rose jackson,P172,ethnic group,False,what ethnicity is rose jackson,Q49085,3,4
Q5994,piano,R1303,instrument,True,who is a swedish musician who plays piano,Q451402,7,7
Q2863266,arnaud des pallières,R58,screenwriter,True,what movie is written by arnaud des pallieres,Q3363758,5,7
Q3640062,billy williams,P19,place of birth,False,which city was billy williams born,Q60,3,4
Q4688807,afaq hussain,P19,place of birth,False,which city was afaq hussain born,Q47916,3,4
Q6288335,josephine collective,P136,genre,False,What type of music does josephine collective play,Q487914,5,6
Q686748,ville sirén,P19,place of birth,False,Where was ville siren born,Q40840,2,3
Q167498,meg ryan,P40,child,False,who is son of meg ryan,Q1139078,4,5
Q2076729,giacomo rossi,P106,occupation,False,What is giacomo rossi profession,Q49757,2,3
Q93204,documentary film,R136,genre,True,What a documentary film directed by marta dauliute,Q14955278,2,3
Q105460,john denver,P136,genre,False,what kind of music does john denver play,Q83440,5,6
Q5923542,iván pineda,P413,position played on team / speciality,False,what position does ivan pineda play in football,Q336286,3,4
Q5302679,dowell philip o'reilly,P106,occupation,False,What profession was Dowell Philip Oreilly,Q36180,3,5
Q970378,roman de gare,P344,director of photography,False,Who was the director of photography of roman gare,Q3124397,7,8
Q13635548,gundamma katha,P162,producer,False,who produced gundamma katha,Q290572,2,3
Q208850,single-player video game,R404,game mode,True,what is a single-player game,Q3342056,3,4
Q922368,drew goddard,R58,screenwriter,True,which movie was written by drew goddard,Q45394,5,6
Q382859,thomas veazey,P27,country of citizenship,False,Where is thomas veazey from,Q30,2,3
Q7749650,the main event,P136,genre,False,What genre is the main event video game,Q868217,3,5
Q602374,adrián domenech,P413,position played on team / speciality,False,which position did adrian domenech play,Q336286,3,4
Q18161673,the african woman,P57,director,False,who directed the movie lafricana,Q55418,0,2
Q3900858,peter hampton,P413,position played on team / speciality,False,what is the position of peter hampton,Q336286,5,6
Q183240,saint lucy,R138,named after,True,What is a namesake of saint lucy,Q7401739,5,6
Q3089911,shamus culhane,P20,place of death,False,which city did shamus culhane died in,Q60,3,4
Q2355094,donaldsonville,R19,place of birth,True,who was born in donaldsonville,Q1706522,4,4
Q1048902,pitcher,R413,position played on team / speciality,True,what the name of a pitcher from the 1920s,Q6201450,5,5
Q477492,philipp von hörnigk,P20,place of death,False,Where did philipp von hornigk die,Q4190,2,4
Q137340,some of my best friends are djs,P136,genre,False,What genre of music is some of my best friends are djs,Q1046801,5,11
Q5699003,heidi w. durrow,P21,sex or gender,False,What is the gender of heidi w. durrow,Q6581072,5,7
Q1050571,catcher,R413,position played on team / speciality,True,Who is a baseball catcher,Q6210061,4,4
Q3161328,james parrott,P20,place of death,False,where did james parrott die,Q65,2,3
Q528513,alice mary robertson,P20,place of death,False,Where did alice mary robertson die,Q524233,2,4
Q1177200,david williams,P27,country of citizenship,False,What is david williams nationality,Q30,2,3
Q7354886,rock the cradle,P364,original language of film or TV show,False,what language is spoken on the show rock the cradle,Q1860,7,9
Q2262221,sean mathias,P19,place of birth,False,Where was sean mathias birthed,Q23051,2,3
Q12812,tortosa,R19,place of birth,True,which spanish catalan composer was born in  tortosa,Q351394,7,7
Q5597418,grass,P136,genre,False,What genre of tv program is grass,Q170238,6,6
Q551832,scanners iii: the takeover,P364,original language of film or TV show,False,what language is featured on scanners iii: the takeover,Q1860,5,8
Q16800962,picture paris,P495,country of origin,False,what country was picture paris released in,Q30,3,4
Q1335689,white lion,P136,genre,False,what type of music does white lion make,Q188539,5,6
Q1995124,sacrament of wilderness,P676,lyrics by,False,who composed sacrament of wilderness,Q489000,2,4
Q1819119,red riding,P272,production company,False,Which production company produced red riding: 1974,Q5448886,4,5
Q13657773,pan,P364,original language of film or TV show,False,what is a language featured on pan,Q9043,6,6
Q491966,clay county,P17,country,False,which country is clay county located in,Q30,3,4
Q5006125,c.i.d.,P495,country of origin,False,in which country was c.i.d. filmed,Q668,4,4
Q714,stevie wonder,R676,lyrics by,True,What a song that stevie wonder wrote lyrics for,Q1655199,4,5
Q283026,basil zaharoff,P20,place of death,False,where did basil zaharoff pass away,Q45240,2,3
Q7045646,nobelity,P495,country of origin,False,Where did the film nobelity ccur,Q30,4,4
Q6266605,johnny dollar,P264,record label,False,Which label is johnny $ dollar apart of,Q183387,3,5
Q1426983,the purple plain,P162,producer,False,who produced the film  the purple plain,Q1684020,2,6
Q7668749,t. t. toliver,P27,country of citizenship,False,Where is t. t. toliver from,Q30,2,4
